Time[s],Membrane1,Membrane2,Membrane3,Membrane4,Membrane5
0,3045,3097,3034,3287,2913
0.2,3045,3097,3035,3286,2913
0.3,3045,3097,3034,3286,2915
0.4,3043,3096,3034,3286,2913
0.5,3043,3097,3036,3286,2914
0.6,3044,3097,3035,3287,2915
0.7,3043,3097,3034,3286,2913
0.8,3041,3095,3033,3285,2911
0.9,3043,3098,3035,3287,2915
1,3042,3097,3034,3286,2914
1.1,3042,3096,3034,3286,2913
1.2,3045,3098,3037,3288,2917
1.3,3040,3094,3032,3284,2911
1.4,3043,3097,3033,3285,2912
1.5,3043,3097,3035,3287,2913
1.6,3044,3097,3035,3287,2914
1.7,3044,3097,3034,3287,2914
1.8,3043,3097,3035,3286,2914
1.9,3043,3097,3035,3287,2913
2,3042,3097,3034,3286,2912
2.1,3042,3098,3034,3285,2914
2.2,3044,3099,3036,3288,2915
2.3,3041,3095,3034,3284,2911
2.4,3042,3097,3034,3287,2914
2.5,3044,3097,3035,3287,2914
2.6,3043,3096,3034,3286,2913
2.7,3042,3096,3033,3285,2912
2.8,3044,3098,3036,3288,2915
2.9,3042,3096,3034,3287,2912
3,3037,3091,3030,3280,2908
3.1,3042,3098,3034,3286,2915
3.2,3042,3097,3034,3286,2913
3.3,3042,3098,3034,3287,2913
3.4,3043,3097,3036,3287,2914
3.5,3044,3098,3036,3288,2916
3.6,3043,3097,3034,3287,2913
3.7,3043,3097,3035,3287,2913
3.8,3044,3097,3036,3288,2915
3.9,3042,3097,3033,3286,2912
4,3043,3097,3035,3286,2914
4.1,3044,3096,3034,3288,2914
4.2,3043,3096,3035,3285,2913
4.3,3043,3097,3035,3287,2915
4.4,3043,3097,3035,3287,2915
4.5,3044,3097,3035,3286,2914
4.6,3042,3097,3034,3286,2913
4.7,3040,3094,3032,3284,2912
4.8,3040,3094,3032,3284,2910
4.9,3042,3096,3034,3286,2914
5,3043,3098,3035,3287,2913
5.1,3043,3097,3034,3288,2914
5.2,3043,3097,3034,3286,2913
5.3,3043,3097,3034,3287,2914
5.4,3045,3098,3036,3289,2916
5.5,3043,3097,3034,3286,2912
5.6,3043,3098,3035,3287,2915
5.7,3044,3098,3035,3287,2914
5.8,3040,3094,3033,3284,2911
5.9,3044,3098,3036,3288,2915
6,3043,3097,3035,3287,2913
6.1,3042,3097,3036,3287,2913
6.2,3039,3093,3030,3283,2910
6.3,3044,3099,3036,3288,2914
6.4,3042,3096,3034,3286,2914
6.5,3043,3097,3034,3287,2914
6.6,3044,3098,3036,3287,2914
6.7,3043,3097,3035,3287,2913
6.8,3043,3097,3034,3286,2912
6.9,3042,3096,3033,3286,2912
7,3043,3097,3035,3287,2915
7.1,3042,3097,3035,3286,2912
7.2,3045,3098,3035,3288,2915
7.3,3043,3097,3034,3286,2914
7.4,3043,3097,3034,3286,2913
7.5,3043,3098,3035,3287,2914
7.6,3045,3099,3036,3288,2916
7.7,3040,3095,3032,3284,2911
7.8,3042,3097,3033,3286,2912
7.9,3043,3097,3034,3286,2913
8,3044,3097,3034,3287,2913
8.1,3043,3097,3035,3286,2913
8.2,3044,3098,3035,3287,2914
8.3,3044,3098,3034,3286,2912
