x,z
0,61.53758464
0.25,61.48528344
0.5,61.55676174
0.75,61.54978825
1,61.54455813
1.25,61.46784971
1.5,61.36324732
1.75,61.32489312
2,61.37196419
2.25,61.52363765
2.5,61.47133646
2.75,61.45913285
3,61.36324732
3.25,61.48354007
3.5,61.53932801
3.75,61.52015091
4,61.56024849
4.25,61.42077864
4.5,61.23075097
4.75,61.38242443
5,61.42775213
5.25,61.51317741
5.5,61.45041598
5.75,61.34058347
6,61.43472562
6.25,61.44169911
6.5,61.35453046
6.75,61.47307983
7,61.51143404
7.25,61.52015091
7.5,61.43298225
7.75,61.41554852
8,61.37022082
8.25,61.38939792
8.5,61.37196419
8.75,61.38939792
9,61.48702682
9.25,61.58814246
9.5,61.45390273
9.75,61.44867261
10,61.49225694
10.25,61.40683165
10.5,61.21854735
10.75,61.31443288
11,61.4556461
11.25,61.40160153
11.5,61.38068106
11.75,61.39114129
12,61.41554852
12.25,61.40334491
12.5,61.34581359
12.75,61.42252201
13,61.4294955
13.25,61.54455813
13.5,61.47307983
13.75,61.34058347
14,61.41554852
14.25,61.43821237
14.5,61.34930034
14.75,61.2935124
15,61.34232685
15.25,61.60208944
15.5,61.71192195
15.75,61.75724965
16,61.62475329
16.25,61.47656658
16.5,61.2935124
16.75,61.09999798
17,61.1505558
17.25,61.10697147
17.5,61.38242443
17.75,61.55501837
18,61.47830995
18.25,61.39114129
18.5,61.34232685
18.75,61.2935124
19,61.61080631
19.25,61.51317741
19.5,61.27607867
19.75,61.35278709
20,61.53584126
20.25,61.61429305
20.5,61.62475329
20.75,61.59511595
21,61.45215935
21.25,61.47307983
21.5,61.48354007
21.75,61.46784971
22,61.436469
22.25,61.42775213
22.5,61.37893768
22.75,61.42775213
23,61.46261959
23.25,61.52015091
23.5,61.54455813
23.75,61.50271717
24,61.41554852
24.25,61.33709673
24.5,61.19937025
24.75,61.13312207
25,61.49748705
25.25,61.47656658
25.5,61.29525577
25.75,61.33535335
26,61.22552085
26.25,61.28653891
26.5,61.58291234
26.75,61.65787738
27,61.74155929
27.25,61.7084352
27.5,61.63347016
27.75,61.74330267
28,61.67531111
28.25,61.46087622
28.5,61.46610634
28.75,60.99190885
29,61.0599004
29.25,62.09197729
29.5,61.27259192
29.75,61.25341482
30,61.3388401
30.25,61.33186661
30.5,61.27259192
30.75,61.2481847
31,61.5463015
31.25,61.30745938
31.5,61.26213168
31.75,61.35278709
32,61.25167144
32.25,61.32663649
32.5,61.40857503
